name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
لايف فور سبيد للترفية,4.5,Recreation center,"السليمانية، Sakaka 72351, Saudi Arabia",29.9789554,40.1832331,https://www.google.com/maps/search/?api=1&query=%D9%84%D8%A7%D9%8A%D9%81%20%D9%81%D9%88%D8%B1%20%D8%B3%D8%A8%D9%8A%D8%AF%20%D9%84%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D8%A9&query_place_id=ChIJN2BhkJC7chURkdJxHOVefWw,3,,4,,ChIJN2BhkJC7chURkdJxHOVefWw,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipN-_X8WoVj49B-kZOembWXNskzYF6YuYxpk0sj3=w408-h711-k-no,,positive,Entertainment
Azizia Park,4.1,Garden,"3393 فجر الاسلام, Sakaka 72345, Saudi Arabia",29.9477909,40.1845668,https://www.google.com/maps/search/?api=1&query=Azizia%20Park&query_place_id=ChIJ02RFs5-5chURiPFdX2TbUJ4,1,"Family zone, restrooms are locked & , playground kids activites are few, majority broken seating benches, visitors leave trash behind and litter all over the park.",663,en,ChIJ02RFs5-5chURiPFdX2TbUJ4,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipN4sbaKEaZJ-QYYaVzcu_RDkRk5sIivJbttRerh=w408-h544-k-no,,positive,Nature & Parks
Cities world entertainment,2.8,Theme park,"9615 King Fahd Ibn Abdulaziz Rd, Almatr, 4537, Sakaka 72341, Saudi Arabia",29.980066,40.2146048,https://www.google.com/maps/search/?api=1&query=Cities%20world%20entertainment&query_place_id=ChIJL2n72Fy7chURXDkLIOv0IY4,1,"The prices are very high compared to the quality of the games. You feel that the games are not new. They look like they have been used for many years, even though the place is new and the price of the single game is compared to its quality and enjoyment. By God, they are not worth it. I mean, what is 200 riyals for one child? Oh God, it is enough.",30,en,ChIJL2n72Fy7chURXDkLIOv0IY4,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipN7af8epfwn5cLHAX7G_psh3m0GxiIvb0koF7h-=w519-h240-k-no,,positive,Entertainment
Lavender Park,3.9,Park,"2629+2MJ, Al Shu'aib, Sakaka 72311, Saudi Arabia",30.0000768,40.219136,https://www.google.com/maps/search/?api=1&query=Lavender%20Park&query_place_id=ChIJPYlc0nq7chURXBBf2QeloPM,5,Very nice and well maintained park with play areas for kids and ample parking space.Easily accessible by service road as it is close to the Arar main road.Ideal for doing barbecue parties.,1223,en,ChIJPYlc0nq7chURXBBf2QeloPM,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipNCJChpSmeT-GUc_yGIIM8CusEd1DWc5iZ8l6oH=w408-h306-k-no,,positive,Nature & Parks
Happy Child,4.3,Children's store,"3833 سوق العرب، 9785, Almatr, Sakaka 72341, Saudi Arabia",29.9805542,40.2077642,https://www.google.com/maps/search/?api=1&query=Happy%20Child&query_place_id=ChIJsWPv4pW7chUR-Xp4fn9EvWo,5,"All children's games, children's games, adult games, motor, cultural and smart games under one roof and one place. Contact directly 0555388313",13,en,ChIJsWPv4pW7chUR-Xp4fn9EvWo,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipNOAwtai9YBkRNmBdQPB93GPSbdh1p6XHxr_2ve=w408-h306-k-no,,positive,Entertainment
Replay,5,Amusement park,"8054 King Khalid Rd, Al Rabwah, Sakaka 72345, Saudi Arabia",29.9481337,40.1778314,https://www.google.com/maps/search/?api=1&query=Replay&query_place_id=ChIJBz9tz-m5chURKLljheJKrsA,5,Nice club I recommend it,3,en,ChIJBz9tz-m5chURKLljheJKrsA,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipNyWU6MybX_dZf1uwSlWn6wqKPZ2Fbbd00gWB2N=w408-h544-k-no,,positive,Entertainment
Al Jouf Games,3.9,Children's amusement center,"الفياض, Sakaka 72352, Saudi Arabia",29.9926638,40.1552129,https://www.google.com/maps/search/?api=1&query=Al%20Jouf%20Games&query_place_id=ChIJc2wGfA26chURWBwF1cOZj6E,1,The time given is 4 PM and closing time is 1 AM but I am waiting before 1 hours not opening and attached screenshot check it,631,en,ChIJc2wGfA26chURWBwF1cOZj6E,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipOkjiMBipZHh7lufoORugHaEQsrP5Wkxrn0fqDR=w408-h488-k-no,,positive,Entertainment
قلعة زعبل بسكاكا,4.4,Castle,"الضلع،، قلعة زعبل، شارع فلسطين، حي, Sakaka 72311, Saudi Arabia",29.9929746,40.2019861,https://www.google.com/maps/search/?api=1&query=%D9%82%D9%84%D8%B9%D8%A9%20%D8%B2%D8%B9%D8%A8%D9%84%20%D8%A8%D8%B3%D9%83%D8%A7%D9%83%D8%A7&query_place_id=ChIJMSOtTqG7chURgQNeW1gJgYE,1,Boring nothing to do,1018,en,ChIJMSOtTqG7chURgQNeW1gJgYE,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipP0jbLtXgEOtKWdCw2g4Ch9RHDVMNze0ss1qqYh=w408-h272-k-no,,positive,Historical Sites & Landmarks
Gara Park,3.8,Park,"V624+R8F, Sakaka 72462, Saudi Arabia",29.8520548,40.2058032,https://www.google.com/maps/search/?api=1&query=Gara%20Park&query_place_id=ChIJTyoPpyLHchURMPdiE71iAok,5,Ok,114,en,ChIJTyoPpyLHchURMPdiE71iAok,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipPeUg_BM3aRlpUSlA2DOAMgMfgHxVTfxyurPbh2=w408-h544-k-no,,neutral,Nature & Parks
مطل سكاكا,3.9,Tourist attraction,"X5QP+7C2, Sakaka 72312, Saudi Arabia",29.9881319,40.1860038,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D9%84%20%D8%B3%D9%83%D8%A7%D9%83%D8%A7&query_place_id=ChIJVVclEfy7chURGrMoM_Onw1E,1,"It is one of the most beautiful places in Sakaka, but the road is difficult, and anyone who goes for the first time should pay attention",85,en,ChIJVVclEfy7chURGrMoM_Onw1E,,Sakaka,https://lh5.googleusercontent.com/p/AF1QipPoMsCwjuBeJbB9lTVoYu_Qjd4-0ix22GDGsWPG=w408-h340-k-no,,positive,Food & Dining
Z'Bal Castle,4,Historical Castles,Sakaka Saudi Arabia,29.992916,40.20206,https://www.tripadvisor.com/Attraction_Review-g2275811-d3681586-Reviews-Za_abal_Castle-Sakaka_Jouf_Province.html,4,"A nice castle (on the outside), but unfortunately it is now temporarily closed for maintenance. 
It is a pity that they always thoroughly restore it in Saudi Arabia that it looks like new again.",26,nl,3681586,http://www.panoramio.com/photo/64494112,Sakaka,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/56/d9/4b/photo1jpg.jpg,,positive,Historical Sites & Landmarks
Al-Rajjeel,4,Points of Interest & Landmarks,Sakaka 72466 Saudi Arabia,29.81289,40.21967,https://www.tripadvisor.com/Attraction_Review-g2275811-d2249322-Reviews-Al_Rajajil-Sakaka_Jouf_Province.html,3,"A historical site undoubtedly and we studied us is in the books of geography, but it is surprised that the site is died, and if you strive to reach it, it will not receive it and take care of it dates in a network only, but it is open on the one hand, and it is clear that many of them were stolen from the antiquities dealers.",12,ar,2249322,,Sakaka,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/56/db/fc/photo5jpg.jpg,,neutral,Points of Interest & Landmarks
Sisra Well,4,Ancient Ruins,"near Nama Jouf Agriculture Development Co., Sakaka 72373 Saudi Arabia",29.99184198,40.19827722,https://www.tripadvisor.com/Attraction_Review-g2275811-d20819410-Reviews-Sisra_Well-Sakaka_Jouf_Province.html,4,"An ancient well is located 200 metres from Za'abal Castle, just a short distance from the Al Jouf Province Antiquities Office. We visited on a tour. It is 8m x 9m in size and can be descended by stairs. The well itself is dead and surrounded by a fence. This is a famous ruin in the area.",3,ja,20819410,,Sakaka,https://media-cdn.tripadvisor.com/media/photo-m/1280/22/98/31/3c/caption.jpg,,neutral,Historical Sites & Landmarks
Play Time,4,Park,5063، مخطط غرب الاقليمي، سكاكا 72311 8482، Saudi Arabia,30.0005507,40.2180947,https://www.google.com/maps/search/?api=1&query=Play%20Time&query_place_id=ChIJ1xXuAS27chURoFMUn-uBh1M,3,not bad,2,en,ChIJ1xXuAS27chURoFMUn-uBh1M,,Sakaka,,,neutral,Nature & Parks
Almadinah Neighborhood In Shaqra,5,Historic Walking Areas,"7743+hx9 Shaqra, Shaqra 15518 Saudi Arabia",25.256413,45.254986,https://www.tripadvisor.com/Attraction_Review-g3238662-d25097309-Reviews-Almadinah_Neighborhood_In_Shaqra-Shaqra_Riyadh_Province.html,5,"One of the oldest neighborhoods of Shaqra. It had many old houses and the old
exchequerhouse. several businessmen and leading society figures used to live in this neighborhood.",1,en,25097309,,Shaqra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/89/08/c3/the-outer-wall-of-shaqra.jpg?w=300&h=300&s=1,,positive,Historical Sites & Landmarks
The Old Trench,5,Historic Sites,"7743+gf2, Shaqra 15551, Shaqra 15551 Saudi Arabia",25.256262,45.25364,https://www.tripadvisor.com/Attraction_Review-g3238662-d25084778-Reviews-The_Old_Trench-Shaqra_Riyadh_Province.html,5,"Part of the old trench that was dug in the year 1810 to protect the town
from the enemies, and it was known in the past for digging and completely surrounds the town’s houses of shaqra",1,en,25084778,,Shaqra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGCYdL7JV0SAFA40m3p01OgAZJh06WGNx80Q&s,,positive,Historical Sites & Landmarks
The Old Shaqra Mosque,5,Religious & Historic Sites,"7744+h56, Al Nakheel, Shaqra 15518, Shaqra 15518 Saudi Arabia",21.529896,39.257656,https://www.tripadvisor.com/Attraction_Review-g3238662-d25084784-Reviews-The_Old_Shaqra_Mosque-Shaqra_Riyadh_Province.html,5,"The first mosques of Shaqra were established in the old days and perhaps in the first century AH (622 – 719 CE), where Najd entered Islam in the ninth year of the Hijra. It went through various stages of construction and expansion, the last of which was in the year 1929, then it was demolished in 1964 and built with reinforced concrete, then demolished in 2003, then it was restored and rehabilitated in accordance with its old pattern in 2015 with the initiative and support of the Al-Husaynfamily and the supervision of the Heritage and Crafts Committee.",1,en,25084784,,Shaqra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIi41JwhJG63pdbvdYCUw1rpjUWYw_n4EG_Q&s,,positive,Historical Sites & Landmarks
The Outer Wall Of Shaqra,5,Historic Sites,"Ahmed Bin Tolon Street, Shaqra Old Town, Shaqra 15518 Saudi Arabia",25.24196,45.25278,https://www.tripadvisor.com/Attraction_Review-g3238662-d25072505-Reviews-The_Outer_Wall_Of_Shaqra-Shaqra_Riyadh_Province.html,5,"The outer walls of Shaqra city, one of the most prominent landmarks of the
old city, surrounded it by all sides, its circumference reaches nearly 5 km and
it contains more than 45 military compartments, some of which were
destroyed and parts of it remained, and some were restored in 1430 AH at the
expense of M. Abdul Rahman bin Abdullah Al Bawardi, under the supervision
of the Heritage and Crafts Committee.",1,en,25072505,,Shaqra,https://media-cdn.tripadvisor.com/media/photo-o/26/89/08/c3/the-outer-wall-of-shaqra.jpg,,positive,Historical Sites & Landmarks
Hlewa Heritage Market,5,Historic Sites,"Close to Talha Gate, Shaqra 15518 Saudi Arabia",25.256145,45.257404,https://www.tripadvisor.com/Attraction_Review-g3238662-d25086562-Reviews-Hlewa_Heritage_Market-Shaqra_Riyadh_Province.html,5,"It is one of the large commercial markets in Shaqra that was built in 1929
and contains about 70 shops in which all necessary foodstuffs, clothes, livestock
,and others are sold. It was restored and inaugurated in 2011 .",1,en,25086562,,Shaqra,https://media-cdn.tripadvisor.com/media/photo-o/2a/a3/79/8c/heritage-village.jpg,,positive,Historical Sites & Landmarks
OROUG Open m'aradh wildlife sanctuary,5,Nature & Wildlife Areas,Sharurah Saudi Arabia,19.336939,45.903965,https://www.tripadvisor.com/Attraction_Review-g12700897-d24185509-Reviews-Oroug_Bani_M_aradh_Wildlife_Sanctuary-Sharurah_Nejran_Province.html,5,"#IdParvez #SaudiArabia #Asia #World #OrougBani #M'aradh #Wildlife #Sanctuary #TheBest #InSaudiArabia #Naturally 

",1,en,24185509,https://whc.unesco.org/en/tentativelists/6369/,Sharorah,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/da/e4/f9/idparvez-saudiarabia.jpg?w=800&h=-1&s=1,,positive,Nature & Parks
Empty Quarter,4.5,Deserts,Sharorah Saudi Arabia,24.03746724,48.29067906,https://www.tripadvisor.com/Attraction_Review-g7620196-d3948889-Reviews-Empty_Quarter-Sharorah_Nejran_Province.html,3,"A quiet and simple province that is available in most government departments 
Some activities such as gardens, sports club and open walkway 
A number of appropriate and cheap housing choices are available",10,ar,3948889,https://earthobservatory.nasa.gov/images/77714/empty-quarter-arabian-peninsula,Sharorah,https://media-cdn.tripadvisor.com/media/photo-o/03/e0/f4/07/empty-quarter.jpg,,positive,Nature & Parks
Green Land,3.5,Zoo,"3262 King Saud Rd, Al Mahrajan, Tabuk 47912, Saudi Arabia",28.3997279,36.5655876,https://www.google.com/maps/search/?api=1&query=Green%20Land&query_place_id=ChIJeXyhpKCtqRURfDtwuRaXnRk,5,Wonderful! I celebrated EID here and the decoration was wonderful. The rides and the pool is a 10/10. Must recommend if children want a holiday spent,551,en,ChIJeXyhpKCtqRURfDtwuRaXnRk,,Tabuk,https://lh3.googleusercontent.com/gps-cs-s/APrbqlWgJynrvqiEiuHXnoOlZHpgvPl5yegXAIZQHhnpYyT9qJQ0Kn3WgnB6u9NLbSaH1TLvdk1mSWhuc7axAoOPKTuNf9vYJDtZm4JwwUDoW8-M0wX8GbiKEHzeqqbH4l-ijz1lMeI=w408-h306-k-no,,positive,Entertainment
حديقة الفيروز,3.2,Park,7715، منطقة الزراعية، تبوك 47316 2762، Saudi Arabia,28.4282508,36.5919473,https://www.google.com/maps/search/?api=1&query=%D8%AD%D8%AF%D9%8A%D9%82%D8%A9%20%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D9%88%D8%B2&query_place_id=ChIJbytUFvCzqRURNMu9E0A6dT8,5,Delicious food 😋,38,en,ChIJbytUFvCzqRURNMu9E0A6dT8,,Tabuk,https://lh3.googleusercontent.com/gps-cs-s/APrbqlWmJuROFiEp1BcWEPmz1Q-6qLxpAl4RynlzYy7f5z0pwZ_2SSijBgGFBqK5UL5ZUDWwPs7JUXABMKwLPAWwxve3yy9L-E76DnpUSp8BIk4aIEbQOEm90mRoJz6B25YW_WFc1a8=w408-h544-k-no,,positive,Nature & Parks
Malik Abdullah Park - Military City,3.4,Park,"8HXC+VPC, Military Area, Tabuk 47512, Saudi Arabia",28.3496994,36.571769,https://www.google.com/maps/search/?api=1&query=Malik%20Abdullah%20Park%20-%20Military%20City&query_place_id=ChIJ1xdaYXqtqRURn2m8u8lxEmk,1,It was good in the past.. Now the ground is very muddy and very worn out.. It is nice for walking. The walking distance is 5 km.,149,en,ChIJ1xdaYXqtqRURn2m8u8lxEmk,,Tabuk,https://lh3.googleusercontent.com/gps-cs-s/APrbqlX8IAxxKrLd-JiM5JTXV0SPwfrxGGUurV6IVS_PuZPjcF9-OSEUpH37ceb9HTrXt_MZDGsCW24wNfm_HyoPVSFu944AiNbmLCPVr_75lybeW_TWzc4fbZo7xOR9fElgBC4agSA=w408-h544-k-no,,positive,Nature & Parks
العاب فيروز كافي,3.1,Playground,7643، منطقة الزراعية، تبوك 47316 2861، Saudi Arabia,28.4291657,36.5932317,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%20%D9%81%D9%8A%D8%B1%D9%88%D8%B2%20%D9%83%D8%A7%D9%81%D9%8A&query_place_id=ChIJmYsQQV-zqRURX5aymndC_gM,1,Failed and expensive prices are lower than the service provided in its place time after time,37,en,ChIJmYsQQV-zqRURX5aymndC_gM,,Tabuk,https://lh3.googleusercontent.com/gps-cs-s/APrbqlXzMGR1tK5NzYTPoa9q5ca1WaF7NhcLmuzf8w4syY1gKGbXQ6EblmkkFCkbsLX8gmt96qUVwIv_Q7LaqnpOnNC6smWnl8sp-T8BSEcOXFhykStRnwBI83PpN6voQfmvgmhbRHU=w408-h306-k-no,,positive,Entertainment
صالة العاب علي حافظ,3.2,Muay Thai boxing gym,"3454 الشباب، 6400،، الصالحية،, Tabuk 47913،, Saudi Arabia",28.395145,36.5522707,https://www.google.com/maps/search/?api=1&query=%D8%B5%D8%A7%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%20%D8%B9%D9%84%D9%8A%20%D8%AD%D8%A7%D9%81%D8%B8&query_place_id=ChIJC2nWeDKtqRURqNg7A8M4nEY,5,,5,,ChIJC2nWeDKtqRURqNg7A8M4nEY,,Tabuk,https://lh3.googleusercontent.com/p/AF1QipM9tfk1B1MxgtybskUZLrCwt1CW9kRmKA4hJlKg=w408-h876-k-no,,neutral,Wellness & Fitness
Al Wafa Abbas Restaurant Khalidiya,4.1,Restaurant,"9HH6+M8C، بنية كساب, Almunshiyah Al Qadimah, Tabuk 47914, Saudi Arabia",28.3791979,36.5607673,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1%20%D8%B9%D8%A8%D8%A7%D8%B3%20%D8%A7%D9%84%D8%AE%D8%A7%D9%84%D8%AF%D9%8A%D8%A9&query_place_id=ChIJHxartFasqRURCt2j0SpY4Go,5,A restaurant is one of the best Yemeni restaurants in Tabuk,235,ar,ChIJHxartFasqRURCt2j0SpY4Go,,Tabuk,https://lh4.googleusercontent.com/5FFdIthuGftg9GrALj9tzQZhJDfLwzHElW_P7-ckm_6EKe9bzpjV3lVj-QjzXrVw=w426-h240-k-no,,positive,Food & Dining
Tabuk Zoo for Kids,3.3,Park,"CH28+2HR, Al Mahrajan, Tabuk 47912, Saudi Arabia",28.400106,36.5663972,https://www.google.com/maps/search/?api=1&query=Tabuk%20Zoo%20for%20Kids&query_place_id=ChIJ9yWNlTutqRURxRFonzIKI4w,1,"It's an extremely bad experience. It's very bad
Nothing to see and so boring and nothing to enjoy at all
It's just the money that they are trying to take 😭😡
IT'S ALL JUST A WASTE OF MONEY",15,en,ChIJ9yWNlTutqRURxRFonzIKI4w,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM_Ol_LlMXbqFIDMCaR6Rgv7BKUpNmMHiN0WcH7=w408-h306-k-no,,positive,Nature & Parks
Star fish,4.3,Seafood restaurant,"Al Salam, Tabuk 47311, Saudi Arabia",28.3895136,36.5940206,https://www.google.com/maps/search/?api=1&query=Star%20fish&query_place_id=ChIJ9Ql05DutqRURFo2pEYTfD6o,2,"Hammour asked Joi Jay for the unit of the unit of any decoration for a dish, and I asked for a wigs, the authority of parsley, and a bit of watercress without anything.",1416,ar,ChIJ9Ql05DutqRURFo2pEYTfD6o,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM0URDT9bGEZ2ZGeZ1j6WaFFRnibbOdhRC_DAVe=w408-h417-k-no,,positive,Food & Dining
Amber indian restaurant,3.3,Indian restaurant,"9HP6+GG6, Al'awayshah, Tabuk 47914, Saudi Arabia",28.386283,36.5612713,https://www.google.com/maps/search/?api=1&query=Amber%20indian%20restaurant&query_place_id=ChIJz3t3vjitqRURR4VV4WjJZis,1,"A very bad restaurant has no taste and it is distinctive and in an Indian system for the Indians, its companions, if the customer is new, he asks and is held accountable for a long time.",9,ar,ChIJz3t3vjitqRURR4VV4WjJZis,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM0VwbKl0b8mQEvAvuNr-8LC1Sww2dvvFEIiSil=w426-h240-k-no,,neutral,Food & Dining
Favorite Biriyani Tabuk,4.5,Restaurant,"Cultivated Area, KAAB3442، 3442 طريق المدينة المنورة، 6556, Tabuk 47318, Saudi Arabia",28.4300944,36.6257628,https://www.google.com/maps/search/?api=1&query=Favourite%20Biriyani%20Tabuk&query_place_id=ChIJ0z-YEQBNqBUR0JPWjTuT_1U,3,"Eating them is sweet, and God, but after eating along .. You walk the bathroom",22,ar,ChIJ0z-YEQBNqBUR0JPWjTuT_1U,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM1K3BAzLMxm5EjWdXe6jAde0b8W0aO24sp7fIL=w408-h544-k-no,,positive,Food & Dining
Speedy Meals Restaurant & Catering,3.9,Restaurant,"3660 Salih at Twyjri, Al Munshiyah Al Qadimah, 8443, Tabuk 47914, Saudi Arabia",28.3821682,36.5614287,https://www.google.com/maps/search/?api=1&query=Speedy%20Meals%20Restaurant%20%26%20Catering&query_place_id=ChIJjaxBj8qtqRURpqaRSkVh_Os,5,,94,,ChIJjaxBj8qtqRURpqaRSkVh_Os,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM29UDgaTAHwCGRZjvi90ILmn1iNoOWNfkwhLrW=w408-h306-k-no,,negative,Food & Dining
Heisenberg,3.6,Hamburger restaurant,"مجمع كيرف , مقابل دوار النخلة, Alulaya, Tabuk 11111, Saudi Arabia, Alulaya 11111, Saudi Arabia",28.3787436,36.5771895,https://www.google.com/maps/search/?api=1&query=Heisenberg%20-%20%D9%87%D8%A7%D9%8A%D8%B2%D9%86%D8%A8%D9%8A%D8%B1%D9%82&query_place_id=ChIJmUBselutqRUR9kjG-M1uDGc,5,,87,,ChIJmUBselutqRUR9kjG-M1uDGc,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM2CldZ9rncq1J_gVeYqTVpS1b4vKSfP3SCk6_z=w408-h544-k-no,,positive,Food & Dining
Dorrat Al Akhyar Restaurant,4.1,Barbecue restaurant,"9HP6+MC6، 3626، Al'awayshah, Tabuk 47914, Saudi Arabia",28.3866587,36.5610043,https://www.google.com/maps/search/?api=1&query=Dorrat%20Al%20Akhyar%20Restaurant&query_place_id=ChIJR0pEYautqRURIWkoMsWJ_b0,5,,661,,ChIJR0pEYautqRURIWkoMsWJ_b0,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM3kIQmBBHuecZ7Z8Eh--MSkEG66ARy05sdlavA=w408-h544-k-no,,negative,Food & Dining
Ataib biriiyani restaurant kerala hotel,4.7,Indian restaurant,"8977 Muawiyah Ibn Abi Sufyan, Al'awayshah, KGAA3303, 3303, Tabuk 47914, Saudi Arabia",28.3871687,36.5576613,https://www.google.com/maps/search/?api=1&query=ATAIB%20BIRIYANI%20RESTAURANT%20KERALA%20HOTEL&query_place_id=ChIJo0-oLQCtqRURBRNVi9XHwN0,4,,10,,ChIJo0-oLQCtqRURBRNVi9XHwN0,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM41k1B9se7aelbJbHTmW_EIaEwalQXNudjJFUu=w408-h725-k-no,,negative,Food & Dining
Ravi Pakistani hotel Shahi Restaurant Aljada,4.5,Restaurant,"Sharaa aam, Al'awayshah, Tabuk 47911, Saudi Arabia",28.3855136,36.5611352,https://www.google.com/maps/search/?api=1&query=Ravi%20Pakistani%20hotel%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B4%D9%87%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D8%AF%D9%87&query_place_id=ChIJj9Ner5WtqRURLcWtJO7u_AE,3,"*3/5 stars*

I recently visited this hotel and had a mixed experience. The atmosphere and ambience were pleasant and welcoming, and the service was good. However, the rates were quite high, which I felt was not entirely justified by the quality of food.

I ordered the chicken jalfrezi and shahi daal, both of which were unfortunately very average in taste. The dishes lacked a wow factor and were quite normal, which was disappointing considering the high prices.

Overall, while the hotel's atmosphere and service were good, the high rates and average food quality left me feeling slightly underwhelmed. Perhaps with a few improvements in the culinary department, this hotel could live up to its full potential.

*Pros:*

- Good atmosphere and ambience
- Friendly and efficient service
- Clean and comfortable surroundings

*Cons:*

- High rates
- Average food quality
- Limited value for money

*Recommendation:*

This hotel has potential, but needs to work on its food quality and pricing strategy to justify the high rates. If you're looking for a comfortable stay and don't mind average food, this might be a decent option. However, if you're a foodie or on a budget, you might want to explore other options.",44,en,ChIJj9Ner5WtqRURLcWtJO7u_AE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM5Qmmgv93WlrheoOjvrK0nSEG2tdrRi--jKq67=w426-h240-k-no,,positive,Food & Dining
Islamabad restaurant Islamabad restaurant,4.7,Restaurant,"3778 King Abdulaziz Rd, Alaziziyah Alqadimah, KGAB8831, 8831, Tabuk 47914, Saudi Arabia",28.3857758,36.5625658,https://www.google.com/maps/search/?api=1&query=Islamabad%20restuarant%20%D9%85%D8%B9%D8%B7%D8%B9%D9%85%20%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D8%A7%D8%A8%D8%A7%D8%AF&query_place_id=ChIJnZMPYzCtqRURTETphrwipXg,4,perfect place for Pakistani and Indian foods with desi breakfast. must visit,3,en,ChIJnZMPYzCtqRURTETphrwipXg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM6dlrQHD8mKBaZ34ypTOMkM6cztyL-fEHYPUpR=w408-h725-k-no,,neutral,Food & Dining
Indian Swaad taste,4.5,Indian restaurant,"Al Imam Turki Bin Abdullah Road, Al Salam, Tabuk 47311, Saudi Arabia",28.3881828,36.5942697,https://www.google.com/maps/search/?api=1&query=%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%20%2F%20Indian%20Swaad&query_place_id=ChIJ56VFBHqtqRUR12KxZu9bnKA,3,,644,,ChIJ56VFBHqtqRUR12KxZu9bnKA,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM79_lZrN093Gen8wLR-Alo_YP2zLWboBIrcdK9=w408-h544-k-no,,positive,Food & Dining
Saraya Iskandar,3.6,Turkish restaurant,"8587, 4510 Tebuk, Al Qadsiyyah, Tabuk 47714, Saudi Arabia",28.4342421,36.520824,https://www.google.com/maps/search/?api=1&query=%D8%B3%D8%B1%D8%A7%D9%8A%D8%A7%20%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1&query_place_id=ChIJ26ZqcaOvqRURcLkHYDuSIqg,2,"The restaurant is excellent, but slow you ask
Small sandwich sat specifically 25 minutes and this topic is repeated with me",588,ar,ChIJ26ZqcaOvqRURcLkHYDuSIqg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM7MzIy59E42X4vplXeNo2t3tRdFvvjcuWpIiqb=w532-h240-k-no,,neutral,Food & Dining
Nepali Gorkha Restaurant - Nepali Gorkha Restaurant,4.6,Fast food restaurant,"9HM7+HX3, Almunshiyah Al Qadimah, Tabuk 47914, Saudi Arabia",28.3838875,36.5648979,https://www.google.com/maps/search/?api=1&query=NEPALESE%20GORKHA%20RESTURENT%20-%20%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%97%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%96%E0%A4%BE%20%E0%A4%B0%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%81%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F&query_place_id=ChIJe0nFdwCtqRURSZly5fTZYeM,5,,31,,ChIJe0nFdwCtqRURSZly5fTZYeM,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM7qz4GD2TqGWC7IywiA9ptuqO1a6hEKpmccflZ=w408-h544-k-no,,negative,Food & Dining
Green Island Resort,4,Theme park,"بعد محطة ام القرى ب 5كم بعد مطعم سنابل الخير يمين، طريق المدينة المنورة, Tabuk 47531, Saudi Arabia",28.3973574,36.7283252,https://www.google.com/maps/search/?api=1&query=Green%20Island%20Resort&query_place_id=ChIJL9WKUk9OqBURaNk0kVlwqf0,5,Good place for a hangout with family.,3780,en,ChIJL9WKUk9OqBURaNk0kVlwqf0,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMaKgQiXijK2lgFvmd2yMcw39RepF2pyKMnFgHB=w408-h510-k-no,,neutral,Entertainment
